title,bvid,link,up,play,bulletchat,reply,like,coin,favorite,share,labels,length
【密码的馒头】做了n久的一个馒头~清明上河图馒头,BV12u4y167Wd,https://b23.tv/BV12u4y167Wd,Mima-密码,3612897,4531,2801,416837,84055,34030,12763,"['清明上河图', '今日份美食打卡', '美食', '美食制作', '馒头', '密码的馒头', '清明上河图馒头', '花样馒头', '生活万花筒7.0 搭上生活这辆慢车']",104
等一下！饥荒长这样！？,BV1Aw411S7ho,https://b23.tv/BV1Aw411S7ho,M木糖M,3000054,3335,2022,186616,46726,27739,11757,"['万物皆可游戏', '游戏', '单机游戏', '饥荒', '搞笑', '单机游戏', '自制', 'bug', 'unity3D', 'M木糖M']",384
憋笑憋去见太奶了！,BV1fH4y1U7eA,https://b23.tv/BV1fH4y1U7eA,乐天乔宇派,10382902,1107,2669,1078523,23996,113496,41448,"['搞笑研究所', '生活', '搞笑', '搞笑', '校园', '乔宇日记', '憋笑', '搞笑研究所2023 6.0人人都是爆梗王']",57
【基德】墨西哥外星人的真相,BV1hV411A7fP,https://b23.tv/BV1hV411A7fP,吟游诗人基德,2346130,4922,4603,111518,14826,15460,8116,"['Hubo Fault', '万物研究所', '知识', '科学科普', 'UFO', '真相', '外星人', '墨西哥', '万物研究所·奖学金计划']",712
重温童年记忆，数码宝贝的温暖陪伴！最后的究极超进化致敬童年！,BV1G14y1C7j8,https://b23.tv/BV1G14y1C7j8,久奈猫猫,1707448,985,1504,222741,37668,31548,2988,"['Butter-Fly', '秀出你的宝藏动画！', '动画', 'MAD·AMV', 'AMV', 'MAD', '数码宝贝', '童年回忆', '太一', '数码暴龙', '战斗暴龙兽']",152
刮彩票决定自己的一日三餐，第二期！！!,BV1GH4y1Q7y3,https://b23.tv/BV1GH4y1Q7y3,贤宝宝Baby,7427587,29586,1492,423187,76902,61845,6794,"['随手记录我的生活碎片', '生活', '日常', '校园', '真帅小伙', '假帅小伙', '彩票', '三餐', '贤宝宝', '蛋黄派', '徐大虾', '生活万花筒7.0 搭上生活这辆慢车']",739
打假B站百大UP主？真剑客也好假剑客也好，愿我们都能创造出属于自己的闪闪发光的故事！,BV1Gu411c7GV,https://b23.tv/BV1Gu411c7GV,剑客范十三,6834281,3050,2032,346287,38354,85789,983,"['和你一样', '发光吧！有为青年', '运动', '运动综合', '4K', 'UP！新学期', '正能量', '华为', '梦想', '华为MateBook 14s', '全家桶', '华为笔记本', '武侠梦']",270
【中国古学院】假如每个学科有自己的专属服饰,BV168411q7sW,https://b23.tv/BV168411q7sW,朵朵花林,1280443,3726,3252,140288,27148,38511,5819,"['Main Title (From The ""Game Of Thrones"" Soundtrack)', '时尚', '穿搭', '中国风', '汉服', '穿搭', '服饰', '大学', '妆容', '学科']",154
2023阿里全球数学竞赛优秀奖楼印根：我虽未在这个星球上迈出一步，却常在壮丽的数学宇宙中翱翔,BV1Dw411i7Bo,https://b23.tv/BV1Dw411i7Bo,阿里达摩院扫地僧,1083656,1647,2366,76304,16547,16169,6454,"['那些被数学选中的人', '知识', '科学科普', '数学', '麻省理工', '2023阿里巴巴全球数学竞赛', '渐冻症', '少年天才', '万物研究所·奖学金计划']",341
乡村真人版《海贼王》,BV1cN4y1X7nL,https://b23.tv/BV1cN4y1X7nL,阿拉丁狗蛋儿,5235513,5411,7649,457271,136047,78481,104602,"['生活', '搞笑', '索隆', '海贼王', '真人版', '沙雕', '乡村', '米霍克', '低成本']",138
游戏史上最好的丧尸游戏之一『消逝的光芒』,BV1Rh4y1Y7fW,https://b23.tv/BV1Rh4y1Y7fW,修片狂魔,2678629,4768,3023,168888,13958,42333,5167,"['推荐宝藏游戏', '游戏', '单机游戏', '消逝的光芒', '单机游戏', '丧尸', 'Steam游戏']",1174
这就是，我推的超级偶像！,BV1714y1r76L,https://b23.tv/BV1714y1r76L,真栗,3436732,1562,2571,278280,88383,90741,10141,"['アイドル', '新世代音乐人计划女生季', '音乐', '翻唱', '日文翻唱', '日语', '翻唱', '偶像', 'COVER', 'yoasobi', '推しの子']",212
每日早餐，张嘴即可！,BV1R94y1H7yY,https://b23.tv/BV1R94y1H7yY,Joseph的机器,6493897,3231,1942,278674,16340,45489,20130,"['生活', '手工', '英国', '手工', '生活', '戈德堡机械', '手工制作', '创意', '一起做手工吧', '9.0手工大神来报道']",118
新宝岛到学校跳才带劲（,BV15p4y1A7u2,https://b23.tv/BV15p4y1A7u2,Twwrm,2519269,3718,2574,423430,49981,30127,14940,"['新宝島', '舞蹈', '宅舞', '新宝岛', '学校', '二次元']",113
乱买费钱！乱用烂脸！网红祛痘药膏，你真的用对了吗？,BV16w411i7iv,https://b23.tv/BV16w411i7iv,皮科医生魏小博,1230656,1717,3189,85250,45290,123809,19118,"['心动好物攻略', '时尚', '美妆护肤', '护肤', '科普', '祛痘', '痘痘', '粉刺', '痤疮', '黑头', '药膏', '痘印']",986
我推的我自己！！！,BV1F8411q7z5,https://b23.tv/BV1F8411q7z5,甜杏仁不可食,1797711,381,1587,299936,45562,73610,18792,"['アイドル', '动画小剧场热闹一夏', '动画', '短片·手书', '手书', '绘画', '搞笑', '人设', '可爱', '我推的我自己', '大学生', '画画', 'oc', '动画小剧场·热闹一夏']",78
【老番茄】我结婚啦！！！,BV16F411S7dW,https://b23.tv/BV16F411S7dW,老番茄,13469607,132435,37472,2216552,2141042,589006,147374,"['Lust For Life', '今天也在好好生活', '生活', '日常', '婚礼', '嘻哈', '搞笑', '高能', '水母', '生活记录', '老番茄', '结婚', '健将', '生活万花筒7.0 搭上生活这辆慢车']",500
给盲人做管家是什么体验？,BV1Yz4y157qe,https://b23.tv/BV1Yz4y157qe,诺子喵呜,8302388,2638,6432,983596,189884,103358,8480,"['生活', '出行', '科普', '独立', '正能量', '体验', '残障', '出行', '盲人', '管家', '视障', '无障碍']",213
好厉害！他已经憋气20分钟了！！！,BV1gH4y1X7qM,https://b23.tv/BV1gH4y1X7qM,逗比的雀巢,9849010,8422,5630,887920,432526,140235,22272,"['原神UP主激励计划', '生活', '搞笑', '搞笑', '生活', '娱乐', '恶搞', '魔幻', '搞笑视频', '魔术', '逗比的雀巢', '沙雕']",233
我帮全村的老人，拍好了遗照,BV1NN4y1X7jM,https://b23.tv/BV1NN4y1X7jM,吴木良,4062049,3042,7915,640866,251689,78217,13663,"['我', '了不起的新农人', '生活', '三农', '摄影', '老人', '记录', '乡村生活', '农村老人', '三农繁星计划12.0  新农人的丰收季']",123
【生命奇观】墨脱森林——世界第一大峡谷里的绝美生灵,BV1ej41117VW,https://b23.tv/BV1ej41117VW,中国国家地理,3941952,40769,8549,470793,482177,179946,79546,"['万物研究所', '知识', '科学科普', '生物', '4K', '生命', '自然', '森林', '纪录片', '生命奇观', '墨脱', '中国国家地理', '万物研究所·奖学金计划']",1974
新疆农民有多硬核？看到戈壁滩的瞬间，我傻眼了…,BV1Fu411A7nX,https://b23.tv/BV1Fu411A7nX,盗月社食遇记,3059827,18250,5012,291188,243517,51750,11521,"['美食', '美食侦探', '水果', '农村', '美食', '新疆', '硬核', '戈壁农业', '三农', '农民', '西梅', '盗月社']",1866
送你一句咒语：从来只有我在场。,BV1aP4118711,https://b23.tv/BV1aP4118711,老明读书,5268592,4732,7768,638234,168358,403740,56159,"['Mount', '知识', '社科·法律·心理', '气场', '自卑', '自我提升', '个人成长']",285
这才是真人版！《雾山五行》电视剧都不敢这么拍！,BV1nN4y1Q7VX,https://b23.tv/BV1nN4y1Q7VX,Hello吖小志,5472486,2507,4255,794443,273357,118255,14972,"['踏雪', 'B站小剧场', '影视', '小剧场', '雾山五行', '短片', '武侠', '真人版', '雾山五行2', 'Hello吖小志', '枪术', '五哥', 'B站小剧场·夏日狂欢季']",83
如果记忆只有三分钟是种什么样的体验,BV1R14y1k7Wi,https://b23.tv/BV1R14y1k7Wi,他叫阿园,8933829,2379,4371,1451454,361719,164876,12697,"['生活', '出行', '星星的孩子', '孤独症', '三分钟', '记忆']",100
【孟宴臣x顾里】“你驾驭不了我”“不试试怎么知道”,BV1X94y1s7J8,https://b23.tv/BV1X94y1s7J8,万卷书容,2786622,8702,14935,323317,117538,91849,55827,"['Body Shots', '混剪安利大作战', '影视', '影视剪辑', '魏大勋', '影视混剪', '影视剪辑', '拉郎', '郭采洁', '孟宴臣', '顾里', '最强安利王', '混剪', '剪辑']",209
投资是怎样赚钱的？,BV1e8411B7w7,https://b23.tv/BV1e8411B7w7,无人知晓孟岩,2956706,14514,5547,258686,205113,254165,49228,"['知识', '财经商业', '理财', '有知有行', '投资', '赚钱']",1950
800年前的滚灯，居然可以任意旋转飞覆而烛火不灭,BV1qh4y1v7Ki,https://b23.tv/BV1qh4y1v7Ki,江寻千,4740149,4282,3601,540993,205199,142884,16333,"['飞雪玉花', '我的手工真的很解压', '生活', '手工', '手工', '灯笼', '非遗传承', '滚灯', '一起做手工吧！9.0手工大神来报道']",329
原神×隋文静/韩聪 - 以花样滑冰演绎「冰风组曲」,BV1KN4y1X7DB,https://b23.tv/BV1KN4y1X7DB,原神,2572986,7469,4849,274402,67854,31210,23460,"['游戏', '手机游戏', '花样滑冰', '原神', '枫丹', '冰风组曲', '米哈游', 'miHoYo']",169
【星铁】饮月君：总有刁民想害朕😫,BV1WV411P7Ma,https://b23.tv/BV1WV411P7Ma,方老师来啦,2914491,1379,728,290199,21921,147424,6615,"['崩坏：星穹铁道创作者激励计划', '动画', '短片·手书', '崩坏：星穹铁道', '方老师来啦', '丹恒', '饮月君', '星铁手书', '天镜映劫尘', '手书动画', '景元', '三月七']",146
各地新生开学有什么不同,BV1M34y1M7JM,https://b23.tv/BV1M34y1M7JM,粤知一二,10491212,9752,9448,730164,16566,93872,10335,"['搞笑研究所', '生活', '搞笑', '粤语', '搞笑', '校园', '栋笃笑', '开学', '广东', '郭嘉峰', '地域差异', '粤知一二', '搞笑研究所2023 6.0人人都是爆梗王']",330
恋 爱 告 寄,BV1bh4y1Y7aZ,https://b23.tv/BV1bh4y1Y7aZ,豆豆豆豆逗是我,3532393,3856,3445,230080,83505,49723,28271,"['搞笑研究所', '生活', '搞笑', '校园', '恋爱', '计算器', '大学', '萌妹子', '第一人称', '沉浸式', '卡西欧', '搞笑研究所2023 6.0人人都是爆梗王']",457
【猛男版】强风大背头,BV1X14y167jN,https://b23.tv/BV1X14y167jN,猛男舞团IconX,1615491,1511,1650,163552,26937,14146,13372,"['強風オールバック', '魔性翻跳强风大背头', '舞蹈', '宅舞', '搞笑', '魔性', '猛男舞团', '强风大背头', '开学舞起来']",132
金色大厅交响乐演奏【悬溺】（迫真）,BV1KH4y1X74V,https://b23.tv/BV1KH4y1X74V,JasonHuangMusic,6081692,3969,4460,615124,127592,302923,31973,"['悬溺', '演奏挑战赛', '音乐', '演奏', '交响乐', '编曲', '演奏', '搞笑', '葛东琪', 'Hi-res', '演奏挑战赛第六期']",120
【真人火影】小樱千代vs百机蝎plus！超燃战斗还原！,BV1JN411i71L,https://b23.tv/BV1JN411i71L,神奇的老皮,2577689,4238,2037,135078,26299,20955,8283,"['轟地に立つ', '动画', '综合', '火影忍者手游', 'cosplay', '火影忍者', '春野樱', '特效', '忍者小樱', '还原', '蝎', '战斗']",279
iPhone15系列现场上手：有啥不一样？,BV1xz4y157Nz,https://b23.tv/BV1xz4y157Nz,极客湾Geekerwan,2120304,11078,8628,58751,6558,5051,5761,"['2023苹果秋季新品', '科技', '数码', '原神', 'iPhone 15 Pro', 'A17 Pro', '钛', '首发测试', 'A17', 'iPhone 15']",502
只想要一个道歉而已嘛…,BV14h4y1P7xh,https://b23.tv/BV14h4y1P7xh,-显眼宝-,8793968,1912,2185,835262,14717,47593,4969,"['社恐反击战', '影视', '小剧场', '原创', '徕芬', '徕芬吹风机', '显眼宝', '社恐搞笑', 'B站小剧场·夏日狂欢季']",110
华为 Mate X5 开箱：这个 5 可能不是第五代的意思,BV1kh4y1e7UC,https://b23.tv/BV1kh4y1e7UC,钟文泽,1753207,8610,4155,53317,5669,3210,14587,"['科技', '数码', '开箱', '评测', '华为', 'Mate60', '华为手机', '鸿蒙', 'mate']",364
《泡姆泡姆》预告PV——带上彩虹的颜色，完成冒险的约定！,BV1Gp4y1L7gG,https://b23.tv/BV1Gp4y1L7gG,泡姆泡姆,2205706,3164,11141,110757,19424,13752,73661,"['游戏', '单机游戏', 'STEAM', '单机游戏', '游戏', '主机游戏', '冒险', '合作', '泡姆泡姆', '买断制游戏']",114
【轰】 差  生  的  救  赎,BV1nj411C7rd,https://b23.tv/BV1nj411C7rd,米尼麦泥轰,9098989,4507,4051,585246,84747,290028,6894,"['动画小剧场热闹一夏', '动画', '短片·手书', '手书', '绘画', '搞笑', '原创动画', '教师节', '差生', '动画小剧场·热闹一夏']",170
外国音乐人如何评价中国摇滚乐队万能青年旅店？,BV1hu4y1y7vF,https://b23.tv/BV1hu4y1y7vF,拉美小姐姐Waleska,1204894,6479,2368,53473,24993,11079,2599,"['杀死那个石家庄人', '音乐研究所', '音乐', '乐评盘点', '乐队', '摇滚', '乐评盘点', '神曲', '万能青年旅店', '华语音乐', 'REACTION', '音乐分享官第八期']",1882
新番时光机！十年前的观众都在看什么神片？「2013年7月篇」泛式,BV1Dw411U7W4,https://b23.tv/BV1Dw411U7W4,泛式,1655229,10026,3799,196224,65025,29380,4729,"['动画', '动漫杂谈', 'RWBY', '弹丸论破', '搞笑', '新番', '恋爱', '有顶天家族', '泛式', '吐槽', '杂谈', 'Free!']",814
好久不见，你还好吗？,BV1jp4y1j7fB,https://b23.tv/BV1jp4y1j7fB,狂阿弥_,1877269,908,2554,131969,42246,26176,6094,"[""I'm good"", '老坛IMGOOD的一百种打开方式', '音乐', '原创音乐', '原创歌曲', 'MV', '男声', '好久不见', '原创音乐', '英文歌', '狂阿弥', '老坛胡说', 'S呐']",268
【STN快报第七季29】陶德不一定最会做太空游戏，但他的太空充满前戏,BV1d14y167vs,https://b23.tv/BV1d14y167vs,STN工作室,1409089,13056,2371,96673,53100,15097,4117,"['My Promise', '游戏', '单机游戏', '如龙', '卡拉彼丘', '装甲核心', '网易', '星空', '泡姆泡姆', '街霸6', '有氧拳击']",1328
B站2023教师节特别企划 | 《首届模范老师评选》,BV1YH4y1X7WD,https://b23.tv/BV1YH4y1X7WD,哔哩哔哩弹幕网,2733914,5573,1826,79844,15135,30741,6191,"['老师不止AB面', '知识', '校园学习', '模范老师', '2023教师节', '谢谢老师', '教师节祝福', '名师', '教师节', '老师']",387
「小白」华为Mate X5体验：麒麟5G！满血折叠！,BV1Yj41117sE,https://b23.tv/BV1Yj41117sE,小白测评,1629142,7658,3973,66666,11185,4642,5197,"['科技猎手2023', '科技', '数码', '5G', '数码', '华为', '手机平板', '鸿蒙', '小白测评', '华为Mate', '折叠屏', '华为Mate X5']",628
【原创短片】我是一个很丑的小孩,BV1YN4y197Kw,https://b23.tv/BV1YN4y197Kw,VikCAI,886602,2294,3759,152018,49189,51241,7155,"['☾', '动画', '短片·手书', 'procreate', '动画', '家庭', '原创短片', '爱', '容貌焦虑']",444
像你这样的大师，喝酒一定很厉害～,BV1zN411p7i2,https://b23.tv/BV1zN411p7i2,初九Haimon,2274979,637,1324,296491,10480,33953,1230,"['仿妆cos大神召集令', '时尚', '仿妆cos', '仿妆', '美妆', '蛇', '拟人', '竹叶青', '十二生肖闯江湖']",131
一场大型骗局,BV1q8411B7vA,https://b23.tv/BV1q8411B7vA,你哇哥233,3003301,743,1406,371107,6674,32403,1113,"['Never gonna give you up', '音乐', '翻唱', '英国', '街头', '瑞克摇']",91
这才是真方便面，做碗面还要先学打毛衣？,BV1hN4y1Q7LU,https://b23.tv/BV1hN4y1Q7LU,菜男烧小菜,3656920,2033,1409,242525,9307,22565,1533,"['更适合中国宝宝体质的购物软件', '美食', '美食制作', '美食制作']",122
【避坑】千万别买这5类服装！穿搭断舍离 | 精简衣柜 | 胶囊衣橱 | BettySays,BV1Wz4y1T7vN,https://b23.tv/BV1Wz4y1T7vN,BettySays,875757,2075,813,39278,10023,23206,25461,"['时尚', '穿搭', '穿搭', '服饰', '时尚', '质感', '干货', '断舍离', '胶囊衣橱', 'BettySays']",569
《奥本海默》配乐背后的秘密?诺兰新宠?路德维希丨HOPICO,BV1tp4y1L7Rp,https://b23.tv/BV1tp4y1L7Rp,HOPICO,652722,1370,714,57774,14509,17341,5576,"['Can You Hear The Music', '音乐分享官', '音乐', '乐评盘点', '奥本海默', '信条', '电影', 'BGM', '配乐', '诺兰', '电影原声', 'HOPICO', 'Ludwig Göransson', '音乐分享官第八期']",1038
真有up主敢穿荷叶去阿玛尼？？,BV1Mm4y1K7Gd,https://b23.tv/BV1Mm4y1K7Gd,小桑菜奈,3641297,937,549,62658,5203,54048,615,"['秋季新番创作大作战', '时尚', '穿搭', '护肤', '种草', '穿搭', '服饰', 'DIY', '日常', '阿玛尼', '荷叶', '博主']",205
【半佛】瑞幸加茅台，华尔街跪下来,BV1cw411U7Yt,https://b23.tv/BV1cw411U7Yt,硬核的半佛仙人,7068169,9608,14115,415554,113957,56576,76250,"['半佛预测茅台咖啡成功', '知识', '财经商业', '咖啡', '财经', '美食', '魔幻', '学习', '生活', '茅台', '商业', '瑞幸']",455
中国最慢的绿皮火车！花10元买了票，上车的瞬间傻眼了…,BV1Vz4y1T7ji,https://b23.tv/BV1Vz4y1T7ji,盗月社食遇记,5030086,33252,11054,664536,570897,125294,37542,"['政在联动中', '美食', '美食侦探', '螃蟹', '农村', '搞笑', '郭嘉宁', '三农', '绿皮火车', '盗月社', '丰收中国']",1551
我花1万块重庆打车到上海，却被全国网友说成老赖？,BV1RN411v7FC,https://b23.tv/BV1RN411v7FC,康哟喂,9465791,9330,4818,669151,238709,135441,34688,"['浮沉的兄弟', '抓住仲夏的尾巴去浪', '生活', '出行', '赛车', '搞笑', '冒险', '漂移', '打车', '挑战', '长途旅行', '重庆出租车', '黄色法拉利', '秋高气爽·出行季']",625
《逃出大英博物馆》第三集,BV1Cp4y177tM,https://b23.tv/BV1Cp4y177tM,煎饼果仔呀,11266585,54927,26052,1553774,1456804,458512,142960,"['主角', '逃出大英博物馆拟人篇', '影视', '小剧场', '大英博物馆', 'B站小剧场·夏日狂欢季']",579
【深度科普】长期摆烂，如何恢复体能？,BV1Dm4y1N778,https://b23.tv/BV1Dm4y1N778,跑步的子章老师,3274827,7784,3997,240426,130360,239588,31379,"['健身跟练上B站', '运动', '健身', '跑步', '减肥', '科普', '运动', '体能', '学生党', '恢复', '有氧', '自我提升']",419
